id,cidade,cidade_estado,latitude,longitude,estado,valor
3028,FRANCISCO AYRES,FRANCISCO AYRES - PI,-6.62,-42.69,PI,34571.66403
3029,FRANCISCO MACEDO,FRANCISCO MACEDO - PI,-7.33,-40.78,PI,13897.31289
3030,FRANCISCO SANTOS,FRANCISCO SANTOS - PI,-6.99,-41.13,PI,44125.41414
3031,FRONTEIRAS,FRONTEIRAS - PI,-7.08,-40.61,PI,62773.85975
3032,GEMINIANO,GEMINIANO - PI,-7.15,-41.36,PI,26538.81627
3033,GILBUES,GILBUES - PI,-9.83,-45.34,PI,70892.10539
3034,GUADALUPE,GUADALUPE - PI,-6.78,-43.56,PI,70478.98601
3035,GUARIBAS,GUARIBAS - PI,-9.39,-43.68,PI,30232.69696
3036,HUGO NAPOLEAO,HUGO NAPOLEAO - PI,-5.98,-42.55,PI,22695.73741
3037,ILHA GRANDE,ILHA GRANDE - PI,-2.85,-41.82,PI,47304.196
3038,INHUMA,INHUMA - PI,-6.66,-41.7,PI,88791.39642
3039,IPIRANGA DO PIAUI,IPIRANGA DO PIAUI - PI,-6.82,-41.74,PI,50182.31545
3040,ISAIAS COELHO,ISAIAS COELHO - PI,-7.73,-41.67,PI,50951.16545
3041,ITAINOPOLIS,ITAINOPOLIS - PI,-7.44,-41.47,PI,70694.96317
3042,ITAUEIRA,ITAUEIRA - PI,-7.6,-43.02,PI,66099.65176
3043,JACOBINA DO PIAUI,JACOBINA DO PIAUI - PI,-7.93,-41.21,PI,31672.60923
3044,JAICOS,JAICOS - PI,-7.35,-41.13,PI,96203.00858
3045,JARDIM DO MULATO,JARDIM DO MULATO - PI,-6.09,-42.63,PI,25570.73622
3046,JATOBA DO PIAUI,JATOBA DO PIAUI - PI,-4.77,-41.81,PI,23286.91816
3047,JERUMENHA,JERUMENHA - PI,-7.08,-43.51,PI,28504.19079
3048,JOAO COSTA,JOAO COSTA - PI,-8.51,-42.41,PI,17799.05349
3049,JOAQUIM PIRES,JOAQUIM PIRES - PI,-3.5,-42.19,PI,82176.96705
3050,JOCA MARQUES,JOCA MARQUES - PI,-3.47,-42.42,PI,25380.02736
3051,JOSE DE FREITAS,JOSE DE FREITAS - PI,-4.75,-42.57,PI,186604.123
3052,JUAZEIRO DO PIAUI,JUAZEIRO DO PIAUI - PI,-5.17,-41.7,PI,30904.63591
3053,JULIO BORGES,JULIO BORGES - PI,-10.32,-44.23,PI,26727.6495
3054,JUREMA,JUREMA - PI,-9.23,-43.12,PI,24944.5037
3055,LAGOA ALEGRE,LAGOA ALEGRE - PI,-4.51,-42.62,PI,44146.37278
3056,LAGOA DE SAO FRANCISCO,LAGOA DE SAO FRANCISCO - PI,-4.39,-41.6,PI,32405.26567
3057,LAGOA DO BARRO DO PIAUI,LAGOA DO BARRO DO PIAUI - PI,-8.47,-41.52,PI,28899.90689
3058,LAGOA DO PIAUI,LAGOA DO PIAUI - PI,-5.41,-42.64,PI,17631.27586
3059,LAGOA DO SITIO,LAGOA DO SITIO - PI,-6.51,-41.58,PI,23039.85723
3060,LAGOINHA DO PIAUI,LAGOINHA DO PIAUI - PI,-5.83,-42.62,PI,14900.38079
3061,LANDRI SALES,LANDRI SALES - PI,-7.26,-43.93,PI,35363.94614
3062,LUIS CORREIA,LUIS CORREIA - PI,-2.87,-41.66,PI,153345.0354
3063,LUZILANDIA,LUZILANDIA - PI,-3.45,-42.37,PI,171470.2595
3064,MADEIRO,MADEIRO - PI,-3.48,-42.5,PI,36705.47751
3065,MANOEL EMIDIO,MANOEL EMIDIO - PI,-8.01,-43.87,PI,29590.6114
3066,MARCOLANDIA,MARCOLANDIA - PI,-7.44,-40.66,PI,36145.33543
3067,MARCOS PARENTE,MARCOS PARENTE - PI,-7.12,-43.89,PI,29007.923
3068,MASSAPE DO PIAUI,MASSAPE DO PIAUI - PI,-7.46,-41.12,PI,34600.50763
3069,MATIAS OLIMPIO,MATIAS OLIMPIO - PI,-3.71,-42.55,PI,62050.93864
3070,MIGUEL ALVES,MIGUEL ALVES - PI,-4.16,-42.89,PI,175770.1865
3071,MIGUEL LEAO,MIGUEL LEAO - PI,-5.68,-42.73,PI,9730.871419
3072,MILTON BRANDAO,MILTON BRANDAO - PI,-4.68,-41.42,PI,34992.87107
3073,MONSENHOR GIL,MONSENHOR GIL - PI,-5.56,-42.6,PI,66702.32545
3074,MONSENHOR HIPOLITO,MONSENHOR HIPOLITO - PI,-6.99,-41.03,PI,39586.63705
3075,MONTE ALEGRE DO PIAUI,MONTE ALEGRE DO PIAUI - PI,-9.75,-45.3,PI,58198.53683
3076,MORRO CABECA NO TEMPO,MORRO CABECA NO TEMPO - PI,-9.72,-43.9,PI,27128.12292
3077,MORRO DO CHAPEU DO PIAUI,MORRO DO CHAPEU DO PIAUI - PI,-3.74,-42.31,PI,31106.00769
3078,MURICI DOS PORTELAS,MURICI DOS PORTELAS - PI,-3.31,-42.09,PI,41703.64683
3079,NAZARE DO PIAUI,NAZARE DO PIAUI - PI,-6.97,-42.67,PI,49535.31834
3080,NOSSA SENHORA DE NAZARE,NOSSA SENHORA DE NAZARE - PI,-4.63,-42.17,PI,22617.62134
3081,NOSSA SENHORA DOS REMEDIOS,NOSSA SENHORA DOS REMEDIOS - PI,-3.97,-42.62,PI,47723.33326
3082,NOVO ORIENTE DO PIAUI,NOVO ORIENTE DO PIAUI - PI,-6.44,-41.93,PI,39988.07304
3083,NOVO SANTO ANTONIO,NOVO SANTO ANTONIO - PI,-5.28,-41.93,PI,20275.68746
3084,OEIRAS,OEIRAS - PI,-7.02,-42.13,PI,209652.1517
3085,OLHO D'AGUA DO PIAUI,OLHO D'AGUA DO PIAUI - PI,-5.84,-42.57,PI,17340.28324
3086,PADRE MARCOS,PADRE MARCOS - PI,-7.35,-40.9,PI,40459.0763
3087,PAES LANDIM,PAES LANDIM - PI,-7.77,-42.25,PI,25331.21207
3088,PAJEU DO PIAUI,PAJEU DO PIAUI - PI,-7.85,-42.82,PI,24255.45222
3089,PALMEIRA DO PIAUI,PALMEIRA DO PIAUI - PI,-8.72,-44.23,PI,32289.78599
3090,PALMEIRAIS,PALMEIRAIS - PI,-5.97,-43.06,PI,74642.76239
3091,PAQUETA,PAQUETA - PI,-7.1,-41.7,PI,29542.74308
3092,PARNAGUA,PARNAGUA - PI,-10.22,-44.63,PI,62516.0213
3093,PARNAIBA,PARNAIBA - PI,-2.9,-41.77,PI,837970.7576
3094,PASSAGEM FRANCA DO PIAUI,PASSAGEM FRANCA DO PIAUI - PI,-5.85,-42.44,PI,25771.20979
3095,PATOS DO PIAUI,PATOS DO PIAUI - PI,-7.66,-41.24,PI,37919.73698
3096,PAULISTANA,PAULISTANA - PI,-8.14,-41.15,PI,95964.05706
3097,PAVUSSU,PAVUSSU - PI,-7.96,-43.22,PI,26798.93099
3098,PEDRO II,PEDRO II - PI,-4.42,-41.45,PI,229901.2504
3099,PEDRO LAURENTINO,PEDRO LAURENTINO - PI,-8.06,-42.28,PI,9303.583621
3100,PETRONIO PORTELA,PETRONIO PORTELA - PI,-8.08,-42.05,PI,21976.52196
3101,PICOS,PICOS - PI,-7.07,-41.46,PI,420183.0429
3102,PIMENTEIRAS,PIMENTEIRAS - PI,-6.24,-41.41,PI,62371.367
3103,PIO IX,PIO IX - PI,-6.83,-40.57,PI,103367.7563
3104,PIRACURUCA,PIRACURUCA - PI,-3.92,-41.7,PI,153902.0463
3105,PIRIPIRI,PIRIPIRI - PI,-4.27,-41.77,PI,379728.9457
3106,PORTO,PORTO - PI,-3.89,-42.71,PI,60256.39183
3107,PORTO ALEGRE DO PIAUI,PORTO ALEGRE DO PIAUI - PI,-6.96,-44.18,PI,12219.38132
3108,PRATA DO PIAUI,PRATA DO PIAUI - PI,-5.66,-42.2,PI,20767.19024
3109,QUEIMADA NOVA,QUEIMADA NOVA - PI,-8.57,-41.41,PI,51029.50214
3110,REDENCAO DO GURGUEIA,REDENCAO DO GURGUEIA - PI,-9.48,-44.58,PI,46776.76015
3111,REGENERACAO,REGENERACAO - PI,-6.23,-42.68,PI,106978.9069
3112,RIACHO FRIO,RIACHO FRIO - PI,-10.12,-44.95,PI,28283.32488
3113,RIBEIRA DO PIAUI,RIBEIRA DO PIAUI - PI,-7.69,-42.71,PI,22467.98485
3114,RIBEIRO GONCALVES,RIBEIRO GONCALVES - PI,-7.55,-45.24,PI,38856.84886
3115,RIO GRANDE DO PIAUI,RIO GRANDE DO PIAUI - PI,-7.77,-43.14,PI,40918.96864
3116,SANTA CRUZ DO PIAUI,SANTA CRUZ DO PIAUI - PI,-7.18,-41.76,PI,40207.52734
3117,SANTA CRUZ DOS MILAGRES,SANTA CRUZ DOS MILAGRES - PI,-5.8,-41.95,PI,22796.67307
3118,SANTA FILOMENA,SANTA FILOMENA - PI,-9.11,-45.92,PI,38126.32045
3119,SANTA LUZ,SANTA LUZ - PI,-8.95,-44.12,PI,30416.88088
3120,SANTA ROSA DO PIAUI,SANTA ROSA DO PIAUI - PI,-6.79,-42.28,PI,33432.63014
3121,SANTANA DO PIAUI,SANTANA DO PIAUI - PI,-6.94,-41.51,PI,22745.90829
3122,SANTO ANTONIO DE LISBOA,SANTO ANTONIO DE LISBOA - PI,-6.98,-41.23,PI,32363.52944
3123,SANTO ANTONIO DOS MILAGRES,SANTO ANTONIO DOS MILAGRES - PI,-6.04,-42.71,PI,10977.5616
3124,SANTO INACIO DO PIAUI,SANTO INACIO DO PIAUI - PI,-7.43,-41.91,PI,20988.17585
3125,SAO BRAZ DO PIAUI,SAO BRAZ DO PIAUI - PI,-8.96,-43,PI,24704.22933
3126,SAO FELIX DO PIAUI,SAO FELIX DO PIAUI - PI,-5.93,-42.11,PI,22954.96875
3127,SAO FRANCISCO DE ASSIS DO PIAUI,SAO FRANCISCO DE ASSIS DO PIAUI - PI,-8.23,-41.68,PI,25068.537
3128,SAO FRANCISCO DO PIAUI,SAO FRANCISCO DO PIAUI - PI,-7.25,-42.54,PI,39222.32132
3129,SAO GONCALO DO GURGUEIA,SAO GONCALO DO GURGUEIA - PI,-10.03,-45.3,PI,15939.75806
3130,SAO GONCALO DO PIAUI,SAO GONCALO DO PIAUI - PI,-5.99,-42.7,PI,22731.43375
3131,SAO JOAO DA CANABRAVA,SAO JOAO DA CANABRAVA - PI,-6.81,-41.34,PI,27932.91573
3132,SAO JOAO DA FRONTEIRA,SAO JOAO DA FRONTEIRA - PI,-3.95,-41.25,PI,30162.60727
3133,SAO JOAO DA SERRA,SAO JOAO DA SERRA - PI,-5.51,-41.89,PI,46437.14797
3134,SAO JOAO DA VARJOTA,SAO JOAO DA VARJOTA - PI,-6.94,-41.89,PI,26030.88653
3135,SAO JOAO DO ARRAIAL,SAO JOAO DO ARRAIAL - PI,-3.81,-42.44,PI,26228.30414
3136,SAO JOAO DO PIAUI,SAO JOAO DO PIAUI - PI,-8.35,-42.24,PI,108660.4487
3137,SAO JOSE DO DIVINO,SAO JOSE DO DIVINO - PI,-3.81,-41.83,PI,33176.02897
3138,SAO JOSE DO PEIXE,SAO JOSE DO PEIXE - PI,-7.49,-42.56,PI,22905.1277
3139,SAO JOSE DO PIAUI,SAO JOSE DO PIAUI - PI,-6.87,-41.47,PI,39333.49099
3140,SAO JULIAO,SAO JULIAO - PI,-7.08,-40.82,PI,33243.12268
3141,SAO LOURENCO DO PIAUI,SAO LOURENCO DO PIAUI - PI,-9.16,-42.54,PI,28925.67621
3142,SAO LUIS DO PIAUI,SAO LUIS DO PIAUI - PI,-6.82,-41.32,PI,15877.35437
3143,SAO MIGUEL DA BAIXA GRANDE,SAO MIGUEL DA BAIXA GRANDE - PI,-5.86,-42.18,PI,9803.095067
3144,SAO MIGUEL DO FIDALGO,SAO MIGUEL DO FIDALGO - PI,-7.58,-42.37,PI,19737.11899
3145,SAO MIGUEL DO TAPUIO,SAO MIGUEL DO TAPUIO - PI,-5.5,-41.32,PI,121200.7202
3146,SAO PEDRO DO PIAUI,SAO PEDRO DO PIAUI - PI,-5.92,-42.71,PI,75641.72587
3147,SAO RAIMUNDO NONATO,SAO RAIMUNDO NONATO - PI,-9.01,-42.69,PI,166094.0528
3148,SEBASTIAO BARROS,SEBASTIAO BARROS - PI,-10.81,-44.83,PI,26490.66815
3149,SEBASTIAO LEAL,SEBASTIAO LEAL - PI,-7.56,-44.06,PI,22817.64927
3150,SIGEFREDO PACHECO,SIGEFREDO PACHECO - PI,-4.91,-41.73,PI,52762.40326
3151,SIMOES,SIMOES - PI,-7.59,-40.81,PI,80478.54777
3152,SIMPLICIO MENDES,SIMPLICIO MENDES - PI,-7.85,-41.91,PI,71588.87152
3153,SOCORRO DO PIAUI,SOCORRO DO PIAUI - PI,-7.86,-42.49,PI,28185.76293
3154,SUSSUAPARA,SUSSUAPARA - PI,-7.04,-41.38,PI,28102.34032
3155,TAMBORIL DO PIAUI,TAMBORIL DO PIAUI - PI,-8.4,-42.91,PI,18542.5281
3156,TANQUE DO PIAUI,TANQUE DO PIAUI - PI,-6.6,-42.28,PI,14714.89921
3157,TERESINA,TERESINA - PI,-5.08,-42.8,PI,654276
3158,UNIAO,UNIAO - PI,-4.58,-42.86,PI,248088.1478
3159,URUCUI,URUCUI - PI,-7.22,-44.55,PI,105552.5216
3160,VALENCA DO PIAUI,VALENCA DO PIAUI - PI,-6.4,-41.74,PI,125811.9904
3161,VARZEA BRANCA,VARZEA BRANCA - PI,-9.23,-42.96,PI,29405.657
3162,VARZEA GRANDE,VARZEA GRANDE - PI,-6.54,-42.24,PI,26473.29075
3163,VERA MENDES,VERA MENDES - PI,-7.6,-41.48,PI,17120.75447
3164,VILA NOVA DO PIAUI,VILA NOVA DO PIAUI - PI,-7.13,-40.94,PI,17534.01929
3165,WALL FERRAZ,WALL FERRAZ - PI,-7.23,-41.91,PI,25180.18634
3166,ABATIA,ABATIA - PR,-23.3,-50.31,PR,66599.12298
3167,ADRIANOPOLIS,ADRIANOPOLIS - PR,-24.65,-48.99,PR,46742.61432
3168,AGUDOS DO SUL,AGUDOS DO SUL - PR,-25.99,-49.33,PR,41499.55397
3169,ALMIRANTE TAMANDARE,ALMIRANTE TAMANDARE - PR,-25.32,-49.31,PR,506873.3026
3170,ALTAMIRA DO PARANA,ALTAMIRA DO PARANA - PR,-24.79,-52.71,PR,46228.63771
3171,ALTO PARANA,ALTO PARANA - PR,-23.12,-52.31,PR,84320.88489
3172,ALTO PIQUIRI,ALTO PIQUIRI - PR,-24.02,-53.44,PR,74978.50525
3173,ALTONIA,ALTONIA - PR,-23.87,-53.9,PR,122735.2759
3174,ALVORADA DO SUL,ALVORADA DO SUL - PR,-22.78,-51.23,PR,56857.95787
3175,AMAPORA,AMAPORA - PR,-23.09,-52.78,PR,26864.25292
3176,AMPERE,AMPERE - PR,-25.91,-53.47,PR,95207.84782
3177,ANAHY,ANAHY - PR,-24.71,-53.08,PR,19213.35289
3178,ANDIRA,ANDIRA - PR,-23.05,-50.22,PR,130599.2831
3179,ANGULO,ANGULO - PR,-23.19,-51.91,PR,17065.19058
3180,ANTONINA,ANTONINA - PR,-25.42,-48.71,PR,111211.9276
3181,ANTONIO OLINTO,ANTONIO OLINTO - PR,-25.98,-50.19,PR,47667.44053
3182,APUCARANA,APUCARANA - PR,-23.55,-51.46,PR,705648.7025
3183,ARAPONGAS,ARAPONGAS - PR,-23.41,-51.42,PR,469287.691
3184,ARAPOTI,ARAPOTI - PR,-24.15,-49.82,PR,153362.1201
3185,ARAPUA,ARAPUA - PR,-24.31,-51.78,PR,29583.03816
3186,ARARUNA,ARARUNA - PR,-23.93,-52.49,PR,89470.5728
3187,ARAUCARIA,ARAUCARIA - PR,-25.59,-49.41,PR,501116.1832
3188,ARIRANHA DO IVAI,ARIRANHA DO IVAI - PR,-24.38,-51.58,PR,19007.81008
3189,ASSAI,ASSAI - PR,-23.37,-50.84,PR,120247.1115
3190,ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND - PR,-24.42,-53.52,PR,229386.4143
3191,ASTORGA,ASTORGA - PR,-23.23,-51.66,PR,146741.8352
3192,ATALAIA,ATALAIA - PR,-23.15,-52.05,PR,26507.92007
3193,BALSA NOVA,BALSA NOVA - PR,-25.58,-49.63,PR,57564.73816
3194,BANDEIRANTES,BANDEIRANTES - PR,-23.11,-50.36,PR,198812.9338
3195,BARBOSA FERRAZ,BARBOSA FERRAZ - PR,-24.03,-52.01,PR,99768.58483
3196,BARRA DO JACARE,BARRA DO JACARE - PR,-23.11,-50.18,PR,18682.56287
3197,BARRACAO,BARRACAO - PR,-26.25,-53.63,PR,53646.37698
3198,BELA VISTA DA CAROBA,BELA VISTA DA CAROBA - PR,-25.88,-53.66,PR,29393.26092
3199,BELA VISTA DO PARAISO,BELA VISTA DO PARAISO - PR,-22.99,-51.19,PR,88130.38191
3200,BITURUNA,BITURUNA - PR,-26.16,-51.55,PR,85596.22479
3201,BOA ESPERANCA,BOA ESPERANCA - PR,-24.24,-52.78,PR,48046.65833
3202,BOA ESPERANCA DO IGUACU,BOA ESPERANCA DO IGUACU - PR,-25.63,-53.21,PR,21577.22921
3203,BOA VENTURA DE SAO ROQUE,BOA VENTURA DE SAO ROQUE - PR,-24.86,-51.62,PR,43220.12949
3204,BOA VISTA DA APARECIDA,BOA VISTA DA APARECIDA - PR,-25.43,-53.4,PR,71018.82911
3205,BOCAIUVA DO SUL,BOCAIUVA DO SUL - PR,-25.2,-49.11,PR,54233.55994
3206,BOM JESUS DO SUL,BOM JESUS DO SUL - PR,-26.19,-53.59,PR,28970.8863
3207,BOM SUCESSO,BOM SUCESSO - PR,-23.71,-51.76,PR,41207.0665
3208,BOM SUCESSO DO SUL,BOM SUCESSO DO SUL - PR,-26.07,-52.83,PR,23324.17905
3209,BORRAZOPOLIS,BORRAZOPOLIS - PR,-23.94,-51.58,PR,65539.5276
3210,BRAGANEY,BRAGANEY - PR,-24.81,-53.12,PR,43658.24023
3211,BRASILANDIA DO SUL,BRASILANDIA DO SUL - PR,-24.19,-53.52,PR,25496.0163
3212,CAFEARA,CAFEARA - PR,-22.79,-51.71,PR,16575.31963
3213,CAFELANDIA,CAFELANDIA - PR,-24.61,-53.32,PR,63779.39738
3214,CAFEZAL DO SUL,CAFEZAL DO SUL - PR,-23.9,-53.51,PR,29817.07916
3215,CALIFORNIA,CALIFORNIA - PR,-23.65,-51.35,PR,48699.47461
3216,CAMBARA,CAMBARA - PR,-23.04,-50.07,PR,135044.258
3217,CAMBE,CAMBE - PR,-23.27,-51.27,PR,511277.4402
3218,CAMBIRA,CAMBIRA - PR,-23.58,-51.57,PR,43401.41601
3219,CAMPINA DA LAGOA,CAMPINA DA LAGOA - PR,-24.59,-52.79,PR,116120.5468
3220,CAMPINA DO SIMAO,CAMPINA DO SIMAO - PR,-25.07,-51.82,PR,31669.04153
3221,CAMPINA GRANDE DO SUL,CAMPINA GRANDE DO SUL - PR,-25.3,-49.05,PR,196162.8408
3222,CAMPO BONITO,CAMPO BONITO - PR,-25.03,-52.99,PR,33467.11378
3223,CAMPO DO TENENTE,CAMPO DO TENENTE - PR,-25.97,-49.68,PR,37360.85452
3224,CAMPO LARGO,CAMPO LARGO - PR,-25.45,-49.52,PR,541544.4698
3225,CAMPO MAGRO,CAMPO MAGRO - PR,-25.36,-49.45,PR,111523.408
3226,CAMPO MOURAO,CAMPO MOURAO - PR,-24.04,-52.38,PR,479622.9902
3227,CANDIDO DE ABREU,CANDIDO DE ABREU - PR,-24.56,-51.33,PR,125254.7954
3228,CANDOI,CANDOI - PR,-25.66,-52.12,PR,86122.66576
3229,CANTAGALO,CANTAGALO - PR,-25.37,-52.12,PR,81895.76421
3230,CAPANEMA,CAPANEMA - PR,-25.67,-53.8,PR,125227.6595
3231,CAPITAO LEONIDAS MARQUES,CAPITAO LEONIDAS MARQUES - PR,-25.47,-53.61,PR,109038.2529
3232,CARAMBEI,CARAMBEI - PR,-24.91,-50.09,PR,78562.35109
3233,CARLOPOLIS,CARLOPOLIS - PR,-23.42,-49.72,PR,77632.87713
3234,CASCAVEL,CASCAVEL - PR,-24.95,-53.45,PR,1492980.99
3235,CASTRO,CASTRO - PR,-24.79,-50.01,PR,374254.5713
3236,CATANDUVAS,CATANDUVAS - PR,-25.2,-53.15,PR,69931.60969
3237,CENTENARIO DO SUL,CENTENARIO DO SUL - PR,-22.82,-51.59,PR,85950.32953
3238,CERRO AZUL,CERRO AZUL - PR,-24.82,-49.26,PR,116292.4988
3239,CEU AZUL,CEU AZUL - PR,-25.14,-53.84,PR,70517.1157
3240,CHOPINZINHO,CHOPINZINHO - PR,-25.85,-52.52,PR,123877.9665
3241,CIANORTE,CIANORTE - PR,-23.66,-52.6,PR,324981.9191
3242,CIDADE GAUCHA,CIDADE GAUCHA - PR,-23.38,-52.94,PR,62795.51242
3243,CLEVELANDIA,CLEVELANDIA - PR,-26.39,-52.47,PR,114189.2451
3244,COLOMBO,COLOMBO - PR,-25.29,-49.22,PR,964857.298
3245,COLORADO,COLORADO - PR,-22.83,-51.97,PR,138683.007
3246,CONGONHINHAS,CONGONHINHAS - PR,-23.55,-50.55,PR,51045.51805
3247,CONSELHEIRO MAIRINCK,CONSELHEIRO MAIRINCK - PR,-23.63,-50.16,PR,22564.11106
3248,CONTENDA,CONTENDA - PR,-25.67,-49.53,PR,76596.47051
3249,CORBELIA,CORBELIA - PR,-24.79,-53.3,PR,106151.2872
3250,CORNELIO PROCOPIO,CORNELIO PROCOPIO - PR,-23.18,-50.64,PR,306320.115
3251,CORONEL DOMINGOS SOARES,CORONEL DOMINGOS SOARES - PR,-26.22,-52.03,PR,39621.73134
3252,CORONEL VIVIDA,CORONEL VIVIDA - PR,-25.98,-52.56,PR,148272.813
3253,CORUMBATAI DO SUL,CORUMBATAI DO SUL - PR,-24.1,-52.12,PR,32866.48514
3254,CRUZ MACHADO,CRUZ MACHADO - PR,-26.01,-51.34,PR,108068.333
3255,CRUZEIRO DO IGUACU,CRUZEIRO DO IGUACU - PR,-25.61,-53.12,PR,33065.29994
3256,CRUZEIRO DO OESTE,CRUZEIRO DO OESTE - PR,-23.78,-53.07,PR,143256.1293
3257,CRUZEIRO DO SUL,CRUZEIRO DO SUL - PR,-22.96,-52.16,PR,31469.45957
3258,CRUZMALTINA,CRUZMALTINA - PR,-24.01,-51.45,PR,19873.02837
3259,CURITIBA,CURITIBA - PR,-25.42,-49.27,PR,1476253
3260,CURIUVA,CURIUVA - PR,-24.03,-50.45,PR,81189.65005
3261,DIAMANTE DO NORTE,DIAMANTE DO NORTE - PR,-22.65,-52.86,PR,29469.34528
3262,DIAMANTE DO SUL,DIAMANTE DO SUL - PR,-25.04,-52.68,PR,38947.69282
3263,DIAMANTE D'OESTE,DIAMANTE D'OESTE - PR,-24.94,-54.1,PR,23167.02888
3264,DOIS VIZINHOS,DOIS VIZINHOS - PR,-25.73,-53.05,PR,213968.0636
3265,DOURADINA,DOURADINA - PR,-23.38,-53.29,PR,34622.10509
3266,DOUTOR CAMARGO,DOUTOR CAMARGO - PR,-23.55,-52.21,PR,37700.62184
3267,DOUTOR ULYSSES,DOUTOR ULYSSES - PR,-24.56,-49.42,PR,38714.29994
3268,ENEAS MARQUES,ENEAS MARQUES - PR,-25.94,-53.16,PR,40834.24755
3269,ENGENHEIRO BELTRAO,ENGENHEIRO BELTRAO - PR,-23.79,-52.26,PR,96804.26062
3270,ENTRE RIOS DO OESTE,ENTRE RIOS DO OESTE - PR,-24.7,-54.23,PR,19503.13504
3271,ESPERANCA NOVA,ESPERANCA NOVA - PR,-23.72,-53.81,PR,15043.20759
3272,ESPIGAO ALTO DO IGUACU,ESPIGAO ALTO DO IGUACU - PR,-25.42,-52.83,PR,38276.15107
3273,FAROL,FAROL - PR,-24.1,-52.62,PR,27114.44793
3274,FAXINAL,FAXINAL - PR,-24,-51.32,PR,114287.5969
3275,FAZENDA RIO GRANDE,FAZENDA RIO GRANDE - PR,-25.65,-49.3,PR,288648.89
3276,FENIX,FENIX - PR,-23.91,-51.97,PR,35035.04367
3277,FERNANDES PINHEIRO,FERNANDES PINHEIRO - PR,-25.41,-50.54,PR,37438.47942
3278,FIGUEIRA,FIGUEIRA - PR,-23.84,-50.4,PR,65006.40845
3279,FLOR DA SERRA DO SUL,FLOR DA SERRA DO SUL - PR,-26.26,-53.3,PR,34092.57942
3280,FLORAI,FLORAI - PR,-23.31,-52.3,PR,36268.39267
3281,FLORESTA,FLORESTA - PR,-23.59,-52.08,PR,29283.54784
3282,FLORESTOPOLIS,FLORESTOPOLIS - PR,-22.86,-51.38,PR,84555.18315
3283,FLORIDA,FLORIDA - PR,-23.08,-51.95,PR,15581.50503
3284,FORMOSA DO OESTE,FORMOSA DO OESTE - PR,-24.29,-53.31,PR,65235.7223
3285,FOZ DO IGUACU,FOZ DO IGUACU - PR,-25.54,-54.58,PR,1413523.507
3286,FOZ DO JORDAO,FOZ DO JORDAO - PR,-25.64,-52.1,PR,42036.95172
3287,FRANCISCO ALVES,FRANCISCO ALVES - PR,-24.06,-53.84,PR,46626.87713
3288,FRANCISCO BELTRAO,FRANCISCO BELTRAO - PR,-26.08,-53.05,PR,425392.0067
3289,GENERAL CARNEIRO,GENERAL CARNEIRO - PR,-26.42,-51.31,PR,85852.30384
3290,GODOY MOREIRA,GODOY MOREIRA - PR,-24.17,-51.92,PR,25690.02316
3291,GOIOERE,GOIOERE - PR,-24.18,-53.02,PR,209281.3436
3292,GOIOXIM,GOIOXIM - PR,-25.19,-51.99,PR,51492.57717
3293,GRANDES RIOS,GRANDES RIOS - PR,-24.14,-51.5,PR,48674.48724
3294,GUAIRA,GUAIRA - PR,-24.08,-54.25,PR,194647.7104
3295,GUAIRACA,GUAIRACA - PR,-22.93,-52.68,PR,35187.80062
3296,GUAMIRANGA,GUAMIRANGA - PR,-25.19,-50.8,PR,44977.14984
3297,GUAPIRAMA,GUAPIRAMA - PR,-23.51,-50.04,PR,24208.3569
3298,GUAPOREMA,GUAPOREMA - PR,-23.34,-52.77,PR,13906.62219
3299,GUARACI,GUARACI - PR,-22.97,-51.65,PR,33826.73154
3300,GUARANIACU,GUARANIACU - PR,-25.1,-52.87,PR,121715.4259
3301,GUARAPUAVA,GUARAPUAVA - PR,-25.39,-51.45,PR,1042936.093
3302,GUARAQUECABA,GUARAQUECABA - PR,-25.3,-48.32,PR,53320.77753
3303,GUARATUBA,GUARATUBA - PR,-25.88,-48.57,PR,204524.6106
3304,HONORIO SERPA,HONORIO SERPA - PR,-26.14,-52.38,PR,47938.72873
3305,IBAITI,IBAITI - PR,-23.84,-50.18,PR,156884.6604
3306,IBEMA,IBEMA - PR,-25.1,-53.01,PR,43003.10411
3307,IBIPORA,IBIPORA - PR,-23.26,-51.04,PR,241807.0693
3308,ICARAIMA,ICARAIMA - PR,-23.39,-53.61,PR,64893.96871
3309,IGUARACU,IGUARACU - PR,-23.19,-51.82,PR,22461.73904
3310,IGUATU,IGUATU - PR,-24.64,-53.13,PR,15714.71224
3311,IMBAU,IMBAU - PR,-24.44,-50.76,PR,56266.66427
3312,IMBITUVA,IMBITUVA - PR,-25.23,-50.6,PR,138525.9881
3313,INACIO MARTINS,INACIO MARTINS - PR,-25.57,-51.07,PR,64440.10092
3314,INAJA,INAJA - PR,-22.74,-52.19,PR,17742.94558
3315,INDIANOPOLIS,INDIANOPOLIS - PR,-23.47,-52.69,PR,29591.89718
3316,IPIRANGA,IPIRANGA - PR,-25.02,-50.58,PR,85371.9412
3317,IPORA,IPORA - PR,-24,-53.7,PR,114126.9964
3318,IRACEMA DO OESTE,IRACEMA DO OESTE - PR,-24.42,-53.35,PR,19104.62631
3319,IRATI,IRATI - PR,-25.46,-50.65,PR,349575.7825
3320,IRETAMA,IRETAMA - PR,-24.42,-52.1,PR,76136.86657
